venue_id,slug,name,primary_subcategory,subcategories,google_url,last_verified,rating,review_count,phone,website,address,latitude,longitude
ChIJ6xSXUZM_sz4RQkx0o83XKrw,champs-2nd-inning-snooker-club-j6xsxu,Champs 2nd Inning Snooker CLUB,billiards,billiards,https://www.google.com/maps/place/Champs+2nd+Inning+Snooker+CLUB/data=!4m7!3m6!1s0x3eb33f93519714eb:0xbc2ad7cda3744c42!8m2!3d24.9219496!4d67.0231791!16s%2Fg%2F11bz0dfxmt!19sChIJ6xSXUZM_sz4RQkx0o83XKrw?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.1,68,,,"Paposh Nagar Rd, Block 5-E Block 5 E Block 5 Nazimabad, Karachi, 74600, Pakistan",24.921949599999998,67.0231791
ChIJSbEGkSg8sz4RtgLvD_IMIjU,chanesar-mamden-football-ground-jsbegk,Chanesar Mamden Football Ground,futsal,futsal,https://www.google.com/maps/place/Chanesar+Mamden+Football+Ground/data=!4m7!3m6!1s0x3eb33c289106b149:0x35220cf20fef02b6!8m2!3d24.8504375!4d67.0574375!16s%2Fg%2F11ydk6_df!19sChIJSbEGkSg8sz4RtgLvD_IMIjU?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.0,169,,,"Masoom Shah Colony Karachi, 75460, Pakistan",24.850437499999998,67.05743749999999
ChIJtWes6bc9sz4R2u1V-THS44s,chawkandi-art-gallery-jtwes6,Chawkandi Art Gallery,museums-galleries,museums-galleries,https://www.google.com/maps/place/Chawkandi+Art+Gallery/data=!4m7!3m6!1s0x3eb33db7e9ac67b5:0x8be3d231f955edda!8m2!3d24.8272813!4d67.035829!16s%2Fg%2F1hm2c78xn!19sChIJtWes6bc9sz4R2u1V-THS44s?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.2,50,+92 21 35373582,http://chawkandi.co/,"105, Chawkandi Art Gallery, Marine Point, Block 9 Clifton, Karachi, 75500, Pakistan",24.8272813,67.03582899999999
ChIJV6o2lXI_sz4RCz6RlVj_5rM,chocolate-academy-karachi-jv6o2l,Chocolate Academy Karachi,cooking-classes,cooking-classes,https://www.google.com/maps/place/Chocolate+Academy+Karachi/data=!4m7!3m6!1s0x3eb33f729536aa57:0xb3e6ff5895913e0b!8m2!3d24.8894935!4d67.0679731!16s%2Fg%2F11l2m6vzbz!19sChIJV6o2lXI_sz4RCz6RlVj_5rM?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.9,72,+92 21 34929828,,"F-22, near Tv Station, Dawood Society Liaquat National Hospital, Karachi, 74800, Pakistan",24.8894935,67.0679731
ChIJj2fdREQ8sz4RzpT2nvL7suY,chunky-monkey-amusement-park-jj2fdr,Chunky Monkey Amusement Park,adventure-parks,"adventure-parks,parks",https://www.google.com/maps/place/Chunky+Monkey+Amusement+Park/data=!4m7!3m6!1s0x3eb33c4444dd678f:0xe6b2fbf29ef694ce!8m2!3d24.8250816!4d67.0624764!16s%2Fg%2F11c1rfp93k!19sChIJj2fdREQ8sz4RzpT2nvL7suY?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.1,2956,,http://www.chunkymonkey.com.pk/,"R3G6+2XQ Chunky Monkey Amusement Park, D.H.A. Phase 4 Phase 4 Defence Housing Authority, Karachi, 75500, Pakistan",24.825081599999997,67.0624764
ChIJ4UjQrbA9sz4RctlmsMZTPiY,cinepax-cinema-j4ujqr,Cinepax Cinema,cinemas,cinemas,https://www.google.com/maps/place/Cinepax+Cinema/data=!4m7!3m6!1s0x3eb33db0add048e1:0x263e53c6b066d972!8m2!3d24.8239128!4d67.0358475!16s%2Fg%2F124yfrqtc!19sChIJ4UjQrbA9sz4RctlmsMZTPiY?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,5497,+92 21 111 246 372,http://www.cinepax.com/,"5 Khayaban-e-Jami, Block 9 Clifton, Karachi, 75600, Pakistan",24.8239128,67.0358475
ChIJ05flKyA5sz4RkRKqD-j4G6k,classy-studio-pakistan-s-1-audio-recording-studio-in-karachi-j05flk,Classy Studio: Pakistan's #1 Audio Recording Studio in Karachi,music-rooms,music-rooms,https://www.google.com/maps/place/Classy+Studio:+Pakistan%27s+%231+Audio+Recording+Studio+in+Karachi/data=!4m7!3m6!1s0x3eb339202be597d3:0xa91bf8e80faa1291!8m2!3d24.8690513!4d67.0843064!16s%2Fg%2F11x7gqmnlf!19sChIJ05flKyA5sz4RkRKqD-j4G6k?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,5.0,151,+92 315 3546728,https://classy.studio/pakistan,"A/37, Central Commercial Area Shahra-e-Faisal Road, KCHSU, Block, 7/8 Block A Bangalore Town, 75600, Pakistan",24.8690513,67.0843064
ChIJCXqD8-g_sz4Rd_Fu-8SINVI,clay-arts-and-pottery-jcxqd8,Clay Arts and Pottery,board-game-paint-cafe,"board-game-paint-cafe,pottery-art",https://www.google.com/maps/place/Clay+Arts+and+Pottery/data=!4m7!3m6!1s0x3eb33fe8f3837a09:0x523588c4fb6ef177!8m2!3d24.8743534!4d67.0029643!16s%2Fg%2F11rgqhtxxv!19sChIJCXqD8-g_sz4Rd_Fu-8SINVI?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.4,28,+92 322 2278718,https://sites.google.com/view/clay-arts-and-pottery/home,"New Kumbhar Wara Rd, Nabidad Lanes New Kumbharwara, Karachi, 76550, Pakistan",24.8743534,67.0029643
ChIJddGxdqg9sz4ReBvDo34wA4U,clifton-art-gallery-jddgxd,Clifton Art Gallery,museums-galleries,"museums-galleries,board-game-paint-cafe",https://www.google.com/maps/place/Clifton+Art+Gallery/data=!4m7!3m6!1s0x3eb33da876b1d175:0x8503307ea3c31b78!8m2!3d24.8073457!4d67.0349345!16s%2Fg%2F11bbyhth18!19sChIJddGxdqg9sz4ReBvDo34wA4U?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.4,101,+92 300 9294108,http://www.cliftonartgallery.com/,"F-44/1 , Block، Clifton Art Gallery, 4 E St, DHA Phase 5 Defence V Clifton, Karachi, 75600, Pakistan",24.8073457,67.03493449999999
ChIJmweiSd49sz4RGugBAU4fj_w,clifton-chaseup-sheesha-bar-jmweis,Clifton Chaseup Sheesha Bar,shisha,shisha,https://www.google.com/maps/place/Clifton+Chaseup+Sheesha+Bar/data=!4m7!3m6!1s0x3eb33dde49a2079b:0xfc8f1f4e0101e81a!8m2!3d24.8057587!4d67.0266455!16s%2Fg%2F11g2xqwnp9!19sChIJmweiSd49sz4RGugBAU4fj_w?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,3.9,18,,,"Unnamed Road, Block 4 Block 3 Clifton, Karachi, Karachi City, Block 3 Clifton, 75500, Pakistan",24.8057587,67.0266455
ChIJWUxCOys9sz4RhTxEARU5Dsg,clifton-courtyard-jwuxco,Clifton Courtyard,padel,padel,https://www.google.com/maps/place/Clifton+Courtyard/data=!4m7!3m6!1s0x3eb33d2b3b424c59:0xc80e391501443c85!8m2!3d24.8154928!4d67.0165398!16s%2Fg%2F11l1n1swj9!19sChIJWUxCOys9sz4RhTxEARU5Dsg?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,45,+92 326 3111132,https://wa.me/message/ZS2JAFU3U7PCF1,"Kaleemullah Football Ground Block 02, Block 2 Clifton, Karachi, 75500, Pakistan",24.815492799999998,67.0165398
ChIJ54ckUqo9sz4RD-XFSp7jwJM,clifton-institute-of-fine-arts-j54cku,Clifton Institute Of Fine Arts,pottery-art,pottery-art,https://www.google.com/maps/place/Clifton+Institute+Of+Fine+Arts/data=!4m7!3m6!1s0x3eb33daa522487e7:0x93c0e39e4ac5e50f!8m2!3d24.8081002!4d67.034853!16s%2Fg%2F11v0lb3s1m!19sChIJ54ckUqo9sz4RD-XFSp7jwJM?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.8,24,+92 326 1139144,,"F, Clifton Institute Of Fine Arts, 42/3, off 26th Street, Block 4 Clifton, Karachi, 75600, Pakistan",24.8081002,67.034853
ChIJ14WEsUM9sz4RRbhdiN42lX0,clifton-sea-view-karachi-sindh-j14wes,Clifton Sea-View Karachi Sindh,beaches,beaches,https://www.google.com/maps/place/Clifton+Sea-View+Karachi+Sindh/data=!4m7!3m6!1s0x3eb33d43b18485d7:0x7d9536de885db845!8m2!3d24.7906121!4d67.0403961!16s%2Fg%2F11ty4lzk5l!19sChIJ14WEsUM9sz4RRbhdiN42lX0?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,10095,,,"Khayaban e Sahil, Main Sea View Rd, Karachi, Defence V Karachi, Pakistan",24.7906121,67.0403961
ChIJ8S34Am49sz4RW4nTKZ5DQNo,club-44-padel-court-cafe-j8s34a,Club 44 Padel Court & Cafe,padel,padel,https://www.google.com/maps/place/Club+44+Padel+Court+%26+Cafe/data=!4m7!3m6!1s0x3eb33d6e02f82df1:0xda40439e29d3895b!8m2!3d24.8146994!4d67.0175551!16s%2Fg%2F11n3z0ht03!19sChIJ8S34Am49sz4RW4nTKZ5DQNo?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.6,11,+92 325 2582444,https://wa.me/message/DANRSVEV6BUXC1,"43, Block 2 Clifton, Karachi, 75600, Pakistan",24.8146994,67.0175551
ChIJf8G51rarg4YRufvYetb6HUg,club-vibora-jf8g51,Club Vibora,padel,padel,https://www.google.com/maps/place/Club+Vibora/data=!4m7!3m6!1s0x8683abb6d6b9c17f:0x481dfad67ad8fbb9!8m2!3d24.8631054!4d67.0660207!16s%2Fg%2F11x6wmg7v9!19sChIJf8G51rarg4YRufvYetb6HUg?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,111,+92 343 5614627,https://www.clubvibora.com/,"43/1/F, 43rd St, Razi Road, 43rd Street, Block-6 Block 6 P.E.C.H.S., Karachi, 75100, Pakistan",24.8631054,67.0660207
ChIJyQ9Oxxs_sz4RZUFm-e5Hpr4,coach-emad-football-academy-jyq9ox,Coach Emad Football Academy,futsal,futsal,https://www.google.com/maps/place/Coach+Emad+Football+Academy/data=!4m7!3m6!1s0x3eb33f1bc74e0fc9:0xbea647eef9664165!8m2!3d24.8752046!4d67.0007869!16s%2Fg%2F11fj59f28r!19sChIJyQ9Oxxs_sz4RZUFm-e5Hpr4?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.6,45,+92 333 3401525,https://coachemadfoundation.org/,"Mohammad Usman Brohi Rd, Kumhar Wara Singo Lane, Karachi, Pakistan",24.8752046,67.0007869
ChIJbyOBFQA9sz4RidB_mPbSfLY,cocoa-skyebar-jbyobf,Cocoa Skyebar,shisha,shisha,https://www.google.com/maps/place/Cocoa+Skyebar/data=!4m7!3m6!1s0x3eb33d001581236f:0xb67cd2f6987fd089!8m2!3d24.8077225!4d67.0341619!16s%2Fg%2F11lcz34y92!19sChIJbyOBFQA9sz4RidB_mPbSfLY?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.6,348,+92 336 3019876,,"R25M+3MM Cocoa Skyebar, D-82, Block 4 Clifton, Karachi, Pakistan",24.8077225,67.0341619
ChIJH5qVMLE_sz4RMZxHRcSw6v0,commune-artist-colony-jh5qvm,Commune Artist Colony,museums-galleries,museums-galleries,https://www.google.com/maps/place/Commune+Artist+Colony/data=!4m7!3m6!1s0x3eb33fb130959a1f:0xfdeab0c445479c31!8m2!3d24.8464114!4d67.0044626!16s%2Fg%2F11h6lnk4g4!19sChIJH5qVMLE_sz4RMZxHRcSw6v0?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.8,71,+92 300 8218002,https://www.facebook.com/communeartistcolony/,"R2W3+HQ8 Commune Artist Colony, Miskeen Gali, City Railway Colony, Karachi, Pakistan",24.846411399999997,67.0044626
ChIJd7AMaQA_sz4RGgAYE5tcb9Y,continental-tennis-academy-jd7ama,Continental Tennis Academy,tennis,tennis,https://www.google.com/maps/place/Continental+Tennis+Academy/data=!4m7!3m6!1s0x3eb33f00690cb077:0xd66f5c9b1318001a!8m2!3d24.873315!4d67.0667706!16s%2Fg%2F11yy63ldy4!19sChIJd7AMaQA_sz4RGgAYE5tcb9Y?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,5.0,17,+92 312 2261702,,"2 Darul Aman Street 2, Darul Aman Society P.E.C.H.S., Karachi, Pakistan",24.873314999999998,67.0667706
ChIJHYiWHOo_sz4RQcteux6LBKE,cosy-rooftop-cafe-jhyiwh,Cosy Rooftop Cafe,shisha,shisha,https://www.google.com/maps/place/Cosy+Rooftop+Cafe/data=!4m7!3m6!1s0x3eb33fea1c96881d:0xa1048b1ebb5ecb41!8m2!3d24.9195257!4d67.0839664!16s%2Fg%2F11y_pzfwvr!19sChIJHYiWHOo_sz4RQcteux6LBKE?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.8,57,+92 321 7236366,http://www.cosyrooftopcafe.com/,"Rooftop, Plot GPC-1, Block 1 Gulshan-e-Iqbal, Karachi, 75300, Pakistan",24.919525699999998,67.0839664
ChIJC1vDAUc_sz4RP_CNPhgLFgM,court-of-blaze-jc1vda,Court Of Blaze,futsal,futsal,https://www.google.com/maps/place/Court+Of+Blaze/data=!4m7!3m6!1s0x3eb33f4701c35b0b:0x3160b183e8df03f!8m2!3d24.9275939!4d67.0789603!16s%2Fg%2F11c1p2yr1k!19sChIJC1vDAUc_sz4RP_CNPhgLFgM?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.0,67,,,"R1034 Block 15, Gulberg Town, Karachi, Pakistan",24.927593899999998,67.07896029999999
ChIJfQ0JNL4_sz4RtDM7INdUZhA,cover-drive-jfq0jn,Cover Drive,box-cricket,box-cricket,https://www.google.com/maps/place/Cover+Drive/data=!4m7!3m6!1s0x3eb33fbe34090d7d:0x106654d7203b33b4!8m2!3d24.9232502!4d67.0286704!16s%2Fg%2F11vqph9hst!19sChIJfQ0JNL4_sz4RtDM7INdUZhA?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,50,+92 333 3666798,,"Plot No VC, Cover Drive, ST-4 Nazimabad No. 5, near Matric Board Office, Block 5-C Block 5 C Block 5 Nazimabad, Karachi, 74600, Pakistan",24.9232502,67.0286704
ChIJwzGIcfIXsz4RIZdqq1g3po8,crabbing-point-kiamari-jwzgic,Crabbing Point Kiamari,boating,boating,https://www.google.com/maps/place/Crabbing+Point+Kiamari/data=!4m7!3m6!1s0x3eb317f2718831c3:0x8fa63758ab6a9721!8m2!3d24.8175242!4d66.9745314!16s%2Fg%2F11hdqw2jm6!19sChIJwzGIcfIXsz4RIZdqq1g3po8?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,13,+92 345 2511807,,"Port Of Karachi, Karachi, Pakistan",24.817524199999998,66.9745314
ChIJpaVEpNVHsz4RaZn-_eiqF3k,cricket-hub-jpavep,Cricket Hub,box-cricket,box-cricket,https://www.google.com/maps/place/Cricket+Hub/data=!4m7!3m6!1s0x3eb347d5a444a5a5:0x7917aae8fdfe9969!8m2!3d24.9474405!4d67.1027538!16s%2Fg%2F11vcwfn8_b!19sChIJpaVEpNVHsz4RaZn-_eiqF3k?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.8,17,+92 335 2949056,,"W4W3+X4C Cricket Hub, Karachi University Housing Society Madras Chs Sector 17 A Gulzar E Hijri Scheme 33, Karachi, Pakistan",24.9474405,67.1027538
ChIJa--ipS49sz4RAoluCYLD4YI,cross-court-ja--ip,Cross Court,padel,padel,https://www.google.com/maps/place/Cross+Court/data=!4m7!3m6!1s0x3eb33d2ea5a2ef6b:0x82e1c382096e8902!8m2!3d24.8212731!4d67.0334959!16s%2Fg%2F11wxkpbn79!19sChIJa--ipS49sz4RAoluCYLD4YI?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.4,17,+92 300 1172335,,"Do Talwar, Block 5 Clifton, Karachi, 75600, Pakistan",24.8212731,67.03349589999999
ChIJkczRgbI_sz4RqaMdbSQmUTo,cue-console-karachi-jkczrg,Cue & Console Karachi,billiards,"billiards,arcades,swimming",https://www.google.com/maps/place/Cue+%26+Console+Karachi/data=!4m7!3m6!1s0x3eb33fb281d1cc91:0x3a5126246d1da3a9!8m2!3d24.8810474!4d67.0689683!16s%2Fg%2F11yq16bqfz!19sChIJkczRgbI_sz4RqaMdbSQmUTo?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,131,+92 300 1024626,https://cueandconsole.com.pk/,"PLOT NO. 106, BLOCK-03, Cue & Console Karachi, BAHADUR YAR, Alamgir Rd, Bihar Muslim Society Bahadur Yar Jang CHS, Karachi, 75400, Pakistan",24.8810474,67.0689683
ChIJvee0aIA9sz4RBi26So04XBs,cue-masters-gaming-world-jvee0a,Cue Masters Gaming world,billiards,billiards,https://www.google.com/maps/place/Cue+Masters+Gaming+world/data=!4m7!3m6!1s0x3eb33d8068b4e7bd:0x1b5c388d4aba2d06!8m2!3d24.8386756!4d67.0821419!16s%2Fg%2F11lyq2gsf_!19sChIJvee0aIA9sz4RBi26So04XBs?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.9,15,+92 304 1198449,http://sportswala.pk/,"2nd Floor, Cue Masters Gaming world, karachi, D- 24/ii, Defence View Society Rd, near Iqra University, Phase 2 Defence View Housing Society, Karachi, 75500, Pakistan",24.8386756,67.0821419
ChIJQaz6xDA_sz4RxRDZJAcSJDE,cues-savours-jqaz6x,Cues & Savours,billiards,billiards,https://www.google.com/maps/place/Cues+%26+Savours/data=!4m7!3m6!1s0x3eb33f30c4faac41:0x3124120724d910c5!8m2!3d24.9331355!4d67.0530139!16s%2Fg%2F11pcrz_bmq!19sChIJQaz6xDA_sz4RxRDZJAcSJDE?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.6,222,+92 316 2030603,,"H, Cues & Savours, Plot #D-60/1, Block Allama Rasheed Turabi Rd, Kausar Niazi Colony, Karachi, 74600, Pakistan",24.9331355,67.0530139
ChIJp04PGgM_sz4RjjP1LVxnWXc,cues-and-savours-chapter-2-jp04pg,Cues and Savours Chapter 2,billiards,billiards,https://www.google.com/maps/place/Cues+and+Savours+Chapter+2/data=!4m7!3m6!1s0x3eb33f031a0f4ea7:0x7759675c2df5338e!8m2!3d24.9110359!4d67.077882!16s%2Fg%2F11wvx3gwt3!19sChIJp04PGgM_sz4RjjP1LVxnWXc?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.6,73,+92 317 8430603,,"B-13 KDA Scheme 24, Block 13 D/2 Block 13 D 2 Gulshan-e-Iqbal, Karachi, 75300, Pakistan",24.911035899999998,67.077882
ChIJYVC65H8_sz4RNGp8e5xk1D0,cyber-xtreme-gaming-gulshan-branch-jyvc65,Cyber Xtreme Gaming Gulshan Branch,arcades,arcades,https://www.google.com/maps/place/Cyber+Xtreme+Gaming+Gulshan+Branch/data=!4m7!3m6!1s0x3eb33f7fe4ba5061:0x3dd4649c7b7c6a34!8m2!3d24.9087038!4d67.0802789!16s%2Fg%2F11kk8g18p8!19sChIJYVC65H8_sz4RNGp8e5xk1D0?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,30,+92 300 2645950,https://www.facebook.com/CyberXtremeGamingArena?mibextid=ZbWKwL,"Plot 46-A, Near Tuesday Bazar Block 13-B Block 13 B Gulshan-e-Iqbal, Karachi Gulshan, 13 B, Block 13 B Gulshan-e-Iqbal, Karachi, 75300, Pakistan",24.908703799999998,67.0802789
ChIJ-bwK7vU9sz4RzqT5U-PhUIs,d-snooker-club-j-bwk7,D. Snooker Club,billiards,billiards,https://www.google.com/maps/place/D.+Snooker+Club/data=!4m7!3m6!1s0x3eb33df5ee0abcf9:0x8b50e1e353f9a4ce!8m2!3d24.8519681!4d67.0636194!16s%2Fg%2F11qn51c0j7!19sChIJ-bwK7vU9sz4RzqT5U-PhUIs?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.2,39,,,"Masoom Shah Bukhari Rd, Block 6 P.E.C.H.S., Karachi, Pakistan",24.8519681,67.0636194
ChIJIY7s-ag8sz4RkOaoGw_npy0,dha-sports-club-moin-khan-academy-jiy7s-,DHA Sports Club (Moin Khan Academy),box-cricket,"box-cricket,billiards,futsal",https://www.google.com/maps/place/DHA+Sports+Club+%28Moin+Khan+Academy%29/data=!4m7!3m6!1s0x3eb33ca8f9ec8e21:0x2da7e70f1ba8e690!8m2!3d24.7799673!4d67.0898719!16s%2Fg%2F11c53bmpm_!19sChIJIY7s-ag8sz4RkOaoGw_npy0?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.4,1947,+92 21 35250506,https://www.dhakarachi.org/clubs/sports-club/,"Khayaban-e-Shaheen, D.H.A. Phase 8 Zone B Phase 8 Defence Housing Authority, Karachi, 75500, Pakistan",24.7799673,67.08987189999999
ChIJh39RiSk5sz4RsaWaKL83ecM,dalmia-football-ground-jh39ri,Dalmia Football Ground,futsal,futsal,https://www.google.com/maps/place/Dalmia+Football+Ground/data=!4m7!3m6!1s0x3eb3392989517f87:0xc37937bf289aa5b1!8m2!3d24.9041291!4d67.100426!16s%2Fg%2F11cnbqlvky!19sChIJh39RiSk5sz4RsaWaKL83ecM?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.2,122,,,"W432+M53 Dalmia Football Ground, Dalmia Cement Factory Road, Shanti Nagar Karachi, Pakistan",24.9041291,67.100426
ChIJi-WGKQA_sz4RSrdAvSOIPp8,danish-o-ramish-ji-wgk,Danish o Ramish,pottery-art,pottery-art,https://www.google.com/maps/place/Danish+o+Ramish/data=!4m7!3m6!1s0x3eb33f002986e58b:0x9f3e8823bd40b74a!8m2!3d24.8611693!4d67.0679201!16s%2Fg%2F11xfh3nxs9!19sChIJi-WGKQA_sz4RSrdAvSOIPp8?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.9,33,+92 331 3801071,https://danishoramish.com/,"605, Danish o Ramish, Business Center, Shahra-e-Faisal, Shahrah-e-Faisal Block 6 P.E.C.H.S., Karachi, 75400, Pakistan",24.8611693,67.0679201
ChIJb-abIN8_sz4RqeR5zDE_GHU,darbar-e-shireen-4-minar-jb-abi,Darbar e Shireen 4 Minar,shisha,shisha,https://www.google.com/maps/place/Darbar+e+Shireen+4+Minar/data=!4m7!3m6!1s0x3eb33fdf209be66f:0x75183f31cc79e4a9!8m2!3d24.882158!4d67.0667797!16s%2Fg%2F11fmddwxd1!19sChIJb-abIN8_sz4RqeR5zDE_GHU?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.4,289,+92 335 3550784,https://darbareshireen.com/,"Bahadurabad Block 3 BMCHS Sharafabad, Karachi, Pakistan",24.882158,67.0667797
ChIJ-3bLaDc8sz4RP5TwGM0mSmI,defence-authority-club-j-3bla,Defence Authority Club,padel,"padel,billiards,futsal,swimming,tennis",https://www.google.com/maps/place/Defence+Authority+Club/data=!4m7!3m6!1s0x3eb33c3768cb76fb:0x624a26cd18f0943f!8m2!3d24.835938!4d67.0561189!16s%2Fg%2F1hd_cw_mx!19sChIJ-3bLaDc8sz4RP5TwGM0mSmI?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,2234,+92 21 35803073,https://m.facebook.com/defenceauthorityclub/,"S Central Ave, D.H.A. Phase 2 Phase 2 Defence Housing Authority, Karachi, 75500, Pakistan",24.835938,67.0561189
ChIJzUMppJE8sz4Rvki_okEtB14,defence-authority-creek-club-jzumpp,Defence Authority Creek Club,box-cricket,"box-cricket,billiards,squash,tennis",https://www.google.com/maps/place/Defence+Authority+Creek+Club/data=!4m7!3m6!1s0x3eb33c91a42943cd:0x5e072d41a2bf48be!8m2!3d24.7975533!4d67.0790219!16s%2Fg%2F11xd66wjw!19sChIJzUMppJE8sz4Rvki_okEtB14?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,4764,+92 21 35841901,https://www.dhakarachi.org/clubs/da-creek-club/,"Q3XH+2JC Defence Authority Creek Club, DHA Karachi Phase VIII Zone A Zone A Phase 8 Defence Housing Authority, Karachi, 75500, Pakistan",24.7975533,67.0790219
ChIJkaUULpc8sz4Rj3lC9twGOmY,defence-authority-marina-club-jkauul,Defence Authority Marina Club,boating,boating,https://www.google.com/maps/place/Defence+Authority+Marina+Club/data=!4m7!3m6!1s0x3eb33c972e14a591:0x663a06dcf642798f!8m2!3d24.796253!4d67.0802256!16s%2Fg%2F1tj87xkc!19sChIJkaUULpc8sz4Rj3lC9twGOmY?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,2320,+92 21 35841891,http://www.damarinaclub.com/,"44/2 Zulfiqar Street 1, DHA Karachi Phase VIII Zone A Zone A Phase 8 Defence Housing Authority, Karachi, 75500, Pakistan",24.796253,67.08022559999999
ChIJ-dMFDxA_sz4R3lhLI4sz_5w,denso-hall-j-dmfd,Denso Hall,heritage,"heritage,parks",https://www.google.com/maps/place/Denso+Hall/data=!4m7!3m6!1s0x3eb33f100f05d3f9:0x9cff338b234b58de!8m2!3d24.8536022!4d67.004828!16s%2Fg%2F11rj_h3j2l!19sChIJ-dMFDxA_sz4R3lhLI4sz_5w?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,200,,,"V233+CWW Denso Hall, Mariott Rd, Market Quarter, Karachi, Pakistan",24.853602199999997,67.004828
ChIJUxfg3605sz4RQMXjpq6VrWM,dexter-the-institution-of-skills-development-juxfg3,Dexter The Institution of Skills Development,cooking-classes,cooking-classes,https://www.google.com/maps/place/Dexter+The+Institution+of+Skills+Development/data=!4m7!3m6!1s0x3eb339addfe01753:0x63ad95aea6e3c540!8m2!3d24.9207265!4d67.0861736!16s%2Fg%2F11fd4w7mtl!19sChIJUxfg3605sz4RQMXjpq6VrWM?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.6,72,+92 332 4433005,http://www.dexter.edu.pk/,"Plot-A 507, Block 1 Gulshan-e-Iqbal, Karachi, 75300, Pakistan",24.920726499999997,67.0861736
ChIJQ9ftBzw8sz4RL4E6AvS-CYM,divers-reef-karachi-jq9ftb,Divers Reef Karachi,boating,boating,https://www.google.com/maps/place/Divers+Reef+Karachi/data=!4m7!3m6!1s0x3eb33c3c07edd743:0x8309bef4023a812f!8m2!3d24.839127!4d67.064387!16s%2Fg%2F1tgqgx9w!19sChIJQ9ftBzw8sz4RL4E6AvS-CYM?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,98,+92 334 3322573,,"Service Rd, D.H.A. Phase 1 Phase 1 Defence Housing Authority, Karachi, 75500, Pakistan",24.839126999999998,67.064387
ChIJd7gU6AY9sz4R4jHD5nDCVIE,do-talwar-monument-jd7gu6,Do Talwar Monument,heritage,heritage,https://www.google.com/maps/place/Do+Talwar+Monument/data=!4m7!3m6!1s0x3eb33d06e814b877:0x8154c270e6c331e2!8m2!3d24.8208807!4d67.034102!16s%2Fg%2F11kj6qrvtb!19sChIJd7gU6AY9sz4R4jHD5nDCVIE?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,1138,,,"R2CM+9J5 Do Talwar Monument, 3rd Ave, Block 5 Clifton, Karachi, 74000, Pakistan",24.8208807,67.03410199999999
